"","ADPF","Tipo","Parte"
"3290",799,"AM. CURIAE.","INSTITUTO TRANSDISCIPLINAR DE ESTUDOS CRIMINAIS - TEC"
"3291",799,"ADV.(A/S)","MARCELO ALMEIDA RUIVO DOS SANTOS (65653/RS)"
"3292",799,"AM. CURIAE.","INSTITUTO BRASILEIRO DE CIÊNCIAS CRIMINAIS - IBCCRIM"
"3293",799,"ADV.(A/S)","MARINA PINHAO COELHO ARAUJO (188809/RJ, 173413/SP)"
"3294",799,"AM. CURIAE.","CENTRO ACADÊMICO XI DE AGOSTO"
"3295",799,"ADV.(A/S)","PEDRO FELIPE DE CARVALHO FERMANIAN (442124/SP)"
"3296",799,"AM. CURIAE.","INSTITUTO DE CIÊNCIAS PENAIS - ICP"
"3297",799,"ADV.(A/S)","JOSE DE ASSIS SANTIAGO NETO (102766/MG, 102766/MG)"
"3298",799,"AM. CURIAE.","CONSELHO NACIONAL DE DIREITOS HUMANOS - CNDH"
"3299",799,"ADV.(A/S)","DEBORAH MACEDO DUPRAT DE BRITTO PEREIRA (65698/DF)"
"3300",799,"AM. CURIAE.","INSTITUTO IGARAPÉ"
"3301",799,"AM. CURIAE.","INSTITUTO SOU DA PAZ"
"3302",799,"ADV.(A/S)","DAVI DE PAIVA COSTA TANGERINO (72770/DF, 169646/RJ, 114064A/RS, 200793/SP)"
"3303",799,"ADV.(A/S)","LUCAS ALBUQUERQUE AGUIAR (52267/DF, 407100/SP)"
"3304",799,"AM. CURIAE.","ASSOCIAÇÃO LIVRES"
"3305",799,"ADV.(A/S)","IRAPUA SANTANA DO NASCIMENTO DA SILVA (341538/SP)"
"3306",799,"AM. CURIAE.","ASSOCIAÇÃO INTERNETLAB DE PESQUISA EM DIREITO E TECNOLOGIA - INTERNETLAB"
"3307",799,"ADV.(A/S)","TAIS BORJA GASPARIAN (46421/BA, 30329/ES, 39319/GO, 14670-A/MA, 160170/MG, 19161-A/MS, 20081/A/MT, 59476/PE, 67086/PR, 002482-A/RJ, 97404A/RS, 41535/SC, 883A/SE, 74182/SP)"
"3308",799,"AM. CURIAE.","ASSOCIAÇÃO NACIONAL DA ADVOCACIA CRIMINAL"
"3309",799,"ADV.(A/S)","JAMES WALKER NEVES CORREA JUNIOR (079016/RJ)"
"3310",799,"ADV.(A/S)","MARCIO GUEDES BERTI (37270/PR)"
"3311",800,"REQTE.(S)","PARTIDO SOCIALISTA BRASILEIRO - PSB"
"3312",800,"ADV.(A/S)","RAFAEL DE ALENCAR ARARIPE CARNEIRO (68951/BA, 25120/DF, 409584/SP)"
"3313",800,"INTDO.(A/S)","CORREGEDORIA-GERAL DA UNIÃO"
"3314",800,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3315",801,"REQTE.(S)","DIRETÓRIO NACIONAL DO PARTIDO REPUBLICANO DA ORDEM SOCIAL - PROS"
"3316",801,"ADV.(A/S)","BRUNO AURÉLIO RODRIGUES DA SILVA PENA (33670/GO)"
"3317",801,"INTDO.(A/S)","CÂMARA MUNICIPAL DE ITAGUAÍ/RJ"
"3318",801,"PROC.(A/S)(ES)","PROCURADOR-GERAL DA CÂMARA MUNICIPAL DE ITAGUAÍ"
"3319",802,"REQTE.(S)","PARTIDO DEMOCRATICO TRABALHISTA"
"3320",802,"ADV.(A/S)","WALBER DE MOURA AGRA (00757/PE)"
"3321",802,"ADV.(A/S)","IAN RODRIGUES DIAS (10074/DF)"
"3322",802,"ADV.(A/S)","MARA DE FATIMA HOFANS (068152/RJ)"
"3323",802,"ADV.(A/S)","MARCOS RIBEIRO DE RIBEIRO (62589/DF, 062818/RJ)"
"3324",802,"ADV.(A/S)","ALISSON EMMANUEL DE OLIVEIRA LUCENA (37719/PE)"
"3325",802,"ADV.(A/S)","ANA CAROLINE ALVES LEITAO (49456/PE)"
"3326",802,"INTDO.(A/S)","SECRETÁRIO NACIONAL DE FOMENTO E INCENTIVO À CULTURA"
"3327",802,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3328",803,"REQTE.(S)","PARTIDO REPUBLICANO DA ORDEM SOCIAL - PROS"
"3329",803,"ADV.(A/S)","ROBSON HALLEY COSTA RODRIGUES (27422/CE, 67827/DF)"
"3330",803,"ADV.(A/S)","RODRIGO DE FARIAS TEIXEIRA (18890/CE)"
"3331",803,"ADV.(A/S)","BRUNO AURELIO RODRIGUES DA SILVA PENA (55744/DF, 33670/GO)"
"3332",803,"ADV.(A/S)","ALEX DUARTE SANTANA BARROS (31583/DF)"
"3333",803,"INTDO.(A/S)","PREFEITO DO MUNICÍPIO DE IPU"
"3334",803,"ADV.(A/S)","PROCURADOR-GERAL DO MUNICÍPIO DE IPU"
"3335",804,"REQTE.(S)","PARTIDO REPUBLICANO DA ORDEM SOCIAL - PROS"
"3336",804,"ADV.(A/S)","ROBSON HALLEY COSTA RODRIGUES (27422/CE, 67827/DF)"
"3337",804,"ADV.(A/S)","RODRIGO DE FARIAS TEIXEIRA (18890/CE)"
"3338",804,"ADV.(A/S)","BRUNO AURELIO RODRIGUES DA SILVA PENA (55744/DF, 33670/GO)"
"3339",804,"ADV.(A/S)","ALEX DUARTE SANTANA BARROS (31583/DF)"
"3340",804,"INTDO.(A/S)","PREFEITO DO MUNICÍPIO DE IPU"
"3341",804,"ADV.(A/S)","PROCURADOR-GERAL DO MUNICÍPIO DE IPU"
"3342",805,"REQTE.(S)","PARTIDO DOS TRABALHADORES"
"3343",805,"ADV.(A/S)","EUGENIO JOSE GUILHERME DE ARAGAO (04935/DF, 30746/ES, 428274/SP)"
"3344",805,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3345",805,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3346",806,"REQTE.(S)","DIRETÓRIO NACIONAL DO PARTIDO TRABALHISTA BRASILEIRO  - PTB"
"3347",806,"ADV.(A/S)","LUIZ GUSTAVO PEREIRA DA CUNHA (28328/DF, 137677/RJ, 462972/SP)"
"3348",806,"INTDO.(A/S)","GOVERNADOR DO DISTRITO FEDERAL"
"3349",806,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO DISTRITO FEDERAL"
"3350",806,"INTDO.(A/S)","GOVERNADOR DO ESTADO DA BAHIA"
"3351",806,"ADV.(A/S)","PROCURADOR-GERAL DO ESTADO DA BAHIA"
"3352",806,"INTDO.(A/S)","GOVERNADOR DO ESTADO DO PIAUÍ"
"3353",806,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO PIAUÍ"
"3354",806,"INTDO.(A/S)","GOVERNADOR DO ESTADO DO RIO DE JANEIRO"
"3355",806,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO RIO DE JANEIRO"
"3356",806,"INTDO.(A/S)","GOVERNADOR DO ESTADO DE PERNAMBUCO"
"3357",806,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE PERNAMBUCO"
"3358",806,"INTDO.(A/S)","ESTADO DO RIO GRANDE DO SUL"
"3359",806,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO RIO GRANDE DO SUL"
"3360",806,"INTDO.(A/S)","GOVERNADOR DO ESTADO DE MINAS GERAIS"
"3361",806,"PROC.(A/S)(ES)","ADVOGADO-GERAL DO ESTADO DE MINAS GERAIS"
"3362",806,"INTDO.(A/S)","GOVERNADOR DO ESTADO DE MATO GROSSO DO SUL"
"3363",806,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE MATO GROSSO DO SUL"
"3364",807,"REQTE.(S)","PARTIDO SOCIALISTA BRASILEIRO - PSB"
"3365",807,"ADV.(A/S)","RAFAEL DE ALENCAR ARARIPE CARNEIRO (68951/BA, 25120/DF, 409584/SP)"
"3366",807,"ADV.(A/S)","IGGOR GOMES ROCHA (46091/DF, 21867-A/MA)"
"3367",807,"ADV.(A/S)","ROGERIO ALVES VILELA (36188/DF)"
"3368",807,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3369",807,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3370",807,"INTDO.(A/S)","CONGRESSO NACIONAL"
"3371",807,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3372",808,"REQTE.(S)","GOVERNADOR DO ESTADO DO PARÁ"
"3373",808,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO PARÁ"
"3374",808,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 8ª REGIÃO"
"3375",808,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3376",809,"REQTE.(S)","PROCURADOR-GERAL DA REPÚBLICA"
"3377",809,"INTDO.(A/S)","ASSEMBLEIA LEGISLATIVA DO ESTADO DA BAHIA"
"3378",809,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3379",810,"REQTE.(S)","CONSELHO NACIONAL DE PASTORES DO BRASIL"
"3380",810,"ADV.(A/S)","RAFAEL DE ALENCAR ARARIPE CARNEIRO (68951/BA, 25120/DF, 409584/SP)"
"3381",810,"ADV.(A/S)","CAIO VINICIUS ARAUJO DE SOUZA (59109/DF)"
"3382",810,"ADV.(A/S)","FELIPE SANTOS CORREA (53078/DF)"
"3383",810,"INTDO.(A/S)","GOVERNADOR DO ESTADO DE SÃO PAULO"
"3384",810,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE SÃO PAULO"
"3385",811,"REQTE.(S)","PARTIDO SOCIAL DEMOCRÁTICO - PSD NACIONAL"
"3386",811,"ADV.(A/S)","ANTÔNIO PEDRO MACHADO (52908/DF)"
"3387",811,"INTDO.(A/S)","GOVERNADOR DO ESTADO DE SÃO PAULO"
"3388",811,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE SÃO PAULO"
"3389",811,"AM. CURIAE.","MINISTÉRIO PÚBLICO DO ESTADO DE SÃO PAULO"
"3390",811,"ADV.(A/S)","PROCURADOR-GERAL DE JUSTIÇA DO ESTADO DE SÃO PAULO"
"3391",811,"AM. CURIAE.","INSTITUTO BRASILEIRO DE DIREITO E RELIGIÃO - IBDR"
"3392",811,"ADV.(A/S)","THIAGO RAFAEL VIEIRA (58257/RJ)"
"3393",811,"AM. CURIAE.","ASSOCIAÇÃO NACIONAL DE JURISTAS EVANGÉLICOS - ANAJURE"
"3394",811,"ADV.(A/S)","RAÍSSA PAULA MARTINS (15481/RN)"
"3395",811,"AM. CURIAE.","DIRETÓRIO NACIONAL DO PARTIDO TRABALHISTA BRASILEIRO - PTB"
"3396",811,"ADV.(A/S)","LUIZ GUSTAVO PEREIRA DA CUNHA (137677/RJ)"
"3397",811,"AM. CURIAE.","CENTRO BRASILEIRO DE ESTUDOS EM DIREITO E RELIGIÃO DO ESCRITÓRIO DE ASSESSORIA JURÍDICA POPULAR DA UNIVERSIDADE FEDERAL DE UBERLÂNDIA - CEDIRE/ESAJUP/UFU"
"3398",811,"ADV.(A/S)","BRENO VALADARES DE ABREU (179944/MG)"
"3399",811,"ADV.(A/S)","ANDRÉA LETÍCIA CARVALHO GUIMARÃES (141394/MG)"
"3400",811,"AM. CURIAE.","ASSOCIAÇÃO CENTRO DOM BOSCO DE FÉ E CULTURA"
"3401",811,"ADV.(A/S)","TAIGUARA FERNANDES DE SOUSA (19533/PB)"
"3402",811,"AM. CURIAE.","FRENTE NACIONAL DE PREFEITOS - FNP"
"3403",811,"ADV.(A/S)","MARCELO PELEGRINI BARBOSA (199877/SP)"
"3404",811,"AM. CURIAE.","ASSOCIAÇÃO INSTITUTO SANTO ATANÁSIO DE FÉ E CULTURA"
"3405",811,"ADV.(A/S)","KAYAN ACASSIO DA SILVA (106609/PR)"
"3406",811,"AM. CURIAE.","CIDADANIA"
"3407",811,"ADV.(A/S)","PAULO ROBERTO IOTTI VECCHIATTI (242668/SP)"
"3408",811,"AM. CURIAE.","CONSELHO NACIONAL DOS CONSELHOS DE PASTORES DO BRASIL - CONCEPAB"
"3409",811,"ADV.(A/S)","RICARDO HASSON SAYEG (108332/SP)"
"3410",811,"AM. CURIAE.","CONSELHO NACIONAL DE PASTORES E LÍDERES EVANGÉLICOS INDÍGENAS - CONPLEI"
"3411",811,"AM. CURIAE.","ASSOCIAÇÃO PRÓ-EVANGÉLICOS DO BRASIL E EXTERIOR - APEBE"
"3412",811,"ADV.(A/S)","WALTER DE PAULA SILVA (10625/GO)"
"3413",812,"REQTE.(S)","CONSELHO FEDERAL DA ORDEM DOS ADVOGADOS DO BRASIL - CFOAB"
"3414",812,"ADV.(A/S)","FELIPE DE SANTA CRUZ OLIVEIRA SCALETSKY (38672/DF, 095573/RJ)"
"3415",812,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3416",812,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3417",812,"INTDO.(A/S)","MINISTRO DE ESTADO DA SAÚDE"
"3418",812,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3419",813,"REQTE.(S)","PARTIDO DEMOCRATICO TRABALHISTA"
"3420",813,"ADV.(A/S)","WALBER DE MOURA AGRA (00757/PE)"
"3421",813,"ADV.(A/S)","IAN RODRIGUES DIAS (10074/DF)"
"3422",813,"ADV.(A/S)","MARA DE FATIMA HOFANS (068152/RJ)"
"3423",813,"ADV.(A/S)","MARCOS RIBEIRO DE RIBEIRO (62589/DF, 062818/RJ)"
"3424",813,"ADV.(A/S)","ALISSON EMMANUEL DE OLIVEIRA LUCENA (37719/PE)"
"3425",813,"ADV.(A/S)","ANA CAROLINE ALVES LEITAO (49456/PE)"
"3426",813,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3427",813,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3428",814,"REQTE.(S)","ASSOCIACAO BRASILEIRA DOS MEMBROS DO MINISTERIO PUBLICO DE MEIO AMBIENTE"
"3429",814,"ADV.(A/S)","VIVIAN MARIA PEREIRA FERREIRA (313405/SP)"
"3430",814,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3431",814,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3432",814,"INTDO.(A/S)","MINISTRO DE ESTADO DO MEIO AMBIENTE"
"3433",814,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3434",815,"REQTE.(S)","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"3435",815,"ADV.(A/S)","BRUNO CAVALCANTI DE ARAUJO (27688/DF, 16080/PE)"
"3436",815,"ADV.(A/S)","JORGE OCTAVIO LAVOCAT GALVAO (23437/DF, 477429/SP)"
"3437",815,"ADV.(A/S)","TICIANO FIGUEIREDO DE OLIVEIRA (23870/DF, 450957/SP)"
"3438",815,"ADV.(A/S)","PEDRO IVO RODRIGUES VELLOSO CORDEIRO (23944/DF, 68458/GO, 450956/SP)"
"3439",815,"ADV.(A/S)","MATHEUS BARRA DE SOUZA (59076/DF)"
"3440",815,"ADV.(A/S)","GUSTAVO GUILHERME BEZERRA KANFFER (20839/DF, 451216/SP)"
"3441",815,"ADV.(A/S)","EUGESIO PEREIRA MACIEL (53326/DF)"
"3442",815,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3443",815,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3444",815,"INTDO.(A/S)","CONGRESSO NACIONAL"
"3445",815,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3446",815,"AM. CURIAE.","CLÍNICA INTERAMERICANA DE DIREITOS HUMANOS DA FND/UFRJ"
"3447",815,"AM. CURIAE.","NÚCLEO INTERAMERICANO DE DIREITOS HUMANOS ¿ NIDH"
"3448",815,"ADV.(A/S)","CAROLINA MACHADO DA SILVA (53676/RS)"
"3449",815,"AM. CURIAE.","INSTITUTO DOS ADVOGADOS BRASILEIROS (IAB-NACIONAL"
"3450",815,"AM. CURIAE.","MARCIO GASPAR BARANDIER"
"3451",816,"REQTE.(S)","PARTIDO SOCIALISMO E LIBERDADE (P-SOL)"
"3452",816,"ADV.(A/S)","ANDRE BRANDAO HENRIQUES MAIMONI (29498/DF, 7040/O/MT)"
"3453",816,"ADV.(A/S)","ALBERTO BRANDAO HENRIQUES MAIMONI (21144/DF, 7234/O/MT)"
"3454",816,"REQTE.(S)","PARTIDO DOS TRABALHADORES"
"3455",816,"ADV.(A/S)","EUGENIO JOSE GUILHERME DE ARAGAO (04935/DF, 30746/ES, 428274/SP)"
"3456",816,"ADV.(A/S)","ANGELO LONGO FERRARO (37922/DF, 261268/SP)"
"3457",816,"ADV.(A/S)","MIGUEL FILIPI PIMENTEL NOVAES (57469/DF)"
"3458",816,"ADV.(A/S)","MARCELO WINCH SCHMIDT (53599/DF, 108509A/RS)"
"3459",816,"REQTE.(S)","PARTIDO COMUNISTA DO BRASIL"
"3460",816,"ADV.(A/S)","PAULO MACHADO GUIMARAES (05358/DF)"
"3461",816,"ADV.(A/S)","RONALD CAVALCANTI FREITAS (183272/SP)"
"3462",816,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3463",816,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3464",816,"INTDO.(A/S)","CONGRESSO NACIONAL"
"3465",816,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3466",816,"AM. CURIAE.","CLÍNICA INTERAMERICANA DE DIREITOS HUMANOS DA FND/UFRJ"
"3467",816,"ADV.(A/S)","CAROLINA MACHADO DA SILVA (53676/RS)"
"3468",816,"ADV.(A/S)","SIDDHARTA LEGALE FERREIRA (165796/RJ)"
"3469",816,"AM. CURIAE.","CENTRO ACADEMICO XI DE AGOSTO"
"3470",816,"ADV.(A/S)","PEDRO FELIPE DE CARVALHO FERMANIAN (442124/SP)"
"3471",816,"AM. CURIAE.","INSTITUTO DOS ADVOGADOS BRASILEIROS"
"3472",816,"ADV.(A/S)","MARCIO GASPAR BARANDIER (075397/RJ)"
"3473",817,"REQTE.(S)","ABRAPP - ASSOCIACAO BRASILEIRA DAS ENTIDADES FECHADAS DE PREVIDENCIA COMPLEMENTAR"
"3474",817,"ADV.(A/S)","GUILHERME HENRIQUE MAGALDI NETTO (04110/DF, 134052/RJ)"
"3475",817,"ADV.(A/S)","DANIEL VIEIRA BOGEA SOARES (34311/DF)"
"3476",817,"INTDO.(A/S)","TRIBUNAL DE CONTAS DA UNIÃO"
"3477",817,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3478",818,"REQTE.(S)","CONFEDERAÇÃO NACIONAL DOS TRABALHADORES METALÚRGICOS"
"3479",818,"ADV.(A/S)","CARLOS GONCALVES JUNIOR (173287/MG, 149994/RJ, 183311/SP)"
"3480",818,"ADV.(A/S)","LUIS FELIPE PARDI (409236/SP)"
"3481",818,"INTDO.(A/S)","TRIBUNAL DE JUSTIÇA DO ESTADO DE SÃO PAULO"
"3482",818,"INTDO.(A/S)","JUIZ DE DIREITO DA 1ª VARA CÍVEL DA COMARCA DE NOVO HORIZONTE"
"3483",818,"INTDO.(A/S)","JUIZ DE DIREITO DA 27ª VARA CÍVEL DA COMARCA DE SÃO PAULO"
"3484",819,"REQTE.(S)","MOVIMENTO DEMOCRÁTICO BRASILEIRO - MDB"
"3485",819,"ADV.(A/S)","ALONSO REIS SIQUEIRA FREIRE (64536/DF)"
"3486",819,"ADV.(A/S)","RENATO OLIVEIRA RAMOS (20562/DF)"
"3487",819,"INTDO.(A/S)","ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO"
"3488",819,"ADV.(A/S)","PROCURADOR-GERAL DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO"
"3489",819,"INTDO.(A/S)","GOVERNADOR DO ESTADO DE MATO GROSSO"
"3490",819,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE MATO GROSSO"
"3491",819,"AM. CURIAE.","MUNICÍPIO DE NOVA UBIRATÃ/MT"
"3492",819,"ADV.(A/S)","RODRIGO TERRA CYRINEU (16169/O/MT)"
"3493",820,"REQTE.(S)","GOVERNADOR DO ESTADO DO RIO GRANDE DO SUL"
"3494",820,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO RIO GRANDE DO SUL"
"3495",820,"INTDO.(A/S)","JUIZ DE DIREITO DA 1ª VARA DA FAZENDA PÚBLICA DA COMARCA DE PORTO ALEGRE"
"3496",820,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3497",820,"INTDO.(A/S)","RELATOR DO AI Nº 5034650-46.2021.8.21.7000 DO TRIBUNAL DE JUSTIÇA DO RIO GRANDE DO SUL"
"3498",820,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3499",821,"REQTE.(S)","CIDADANIA"
"3500",821,"ADV.(A/S)","PAULO ROBERTO IOTTI VECCHIATTI (242668/SP)"
"3501",821,"INTDO.(A/S)","CONGRESSO NACIONAL"
"3502",821,"PROC.(A/S)(ES)","ADVOGADO-GERAL DO SENADO FEDERAL"
"3503",821,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3504",821,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3505",822,"REQTE.(S)","CENTRAL UNICA DOS TRABALHADORES-CUT"
"3506",822,"REQTE.(S)","SINDICATO DOS SERVIDORES DO SISTEMA NACIONAL DE AUDITORIA DO SUS - SINASUS"
"3507",822,"REQTE.(S)","MOVIMENTO DE REINTEGRACAO DAS PESSOAS ATINGIDAS PELA HANSENIASE"
"3508",822,"REQTE.(S)","FEDERACAO NACIONAL DOS FARMACEUTICOS"
"3509",822,"REQTE.(S)","ASSOCIACAO BRASILEIRA DE SAUDE COLETIVA (ABRASCO)"
"3510",822,"REQTE.(S)","CENTRO BRASILEIRO DE ESTUDOS DE SAUDE"
"3511",822,"REQTE.(S)","CONFEDERACAO NACIONAL DOS TRABALHADORES EM EDUCACAO"
"3512",822,"REQTE.(S)","CONFEDERACAO NACIONAL DOS TRABALHADORES NO COMERCIO E SERVICOS DA CUT"
"3513",822,"REQTE.(S)","CONFEDERACAO NACIONAL DOS TRABALHADORES NA SAUDE"
"3514",822,"REQTE.(S)","CONFEDERACAO NACIONAL DOS TRABALHADORES EM SEGURIDADE SOCIAL DA CUT"
"3515",822,"REQTE.(S)","CONFEDERACAO NACIONAL DOS METALURGICOS/CUT"
"3516",822,"REQTE.(S)","UNIAO GERAL DOS TRABALHADORES - UGT"
"3517",822,"REQTE.(S)","NOVA CENTRAL SINDICAL DE TRABALHADORES - NCST"
"3518",822,"REQTE.(S)","CENTRAL DOS TRABALHADORES E TRABALHADORAS DO BRASIL"
"3519",822,"REQTE.(S)","ASSOCIACAO BRASILEIRA ORGANIZACOES NAO GOVERNAMENTAIS"
"3520",822,"REQTE.(S)","ASSOCIACAO BRASILEIRA DE ENFERMAGEM"
"3521",822,"REQTE.(S)","ASSOCIACAO BRASILEIRA DA REDE UNIDA"
"3522",822,"REQTE.(S)","CONFEDERACAO NACIONAL DOS TRABALHADORES PUBLICOS MUNICIPAIS - CONATRAM/CUT"
"3523",822,"ADV.(A/S)","JOSE EYMARD LOGUERCIO (01441/A/DF, 52504A/GO, 103250/SP)"
"3524",822,"ADV.(A/S)","FERNANDA CALDAS GIORGI (43404/DF, 184349/SP)"
"3525",822,"ADV.(A/S)","LUCIANA LUCENA BAPTISTA BARRETTO (39113/DF, 229762/SP)"
"3526",822,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3527",822,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3528",823,"REQTE.(S)","CONFEDERAÇÃO NACIONAL DOS TRABALHADORES EM ESTABELECIMENTOS DE EDUCAÇÃO E CULTURA  - CNTEEC"
"3529",823,"ADV.(A/S)","JESSICA BARBOSA ALVES CORREA (64464/DF)"
"3530",823,"ADV.(A/S)","LEVI BORGES DE OLIVEIRA VERISSIMO (46534/DF, 472996/SP)"
"3531",823,"ADV.(A/S)","DAVID VERISSIMO DE SOUZA (22300/DF)"
"3532",823,"ADV.(A/S)","PEDRO PAULO ALVES CORREA DOS PASSOS (64481/DF)"
"3533",823,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3534",823,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3535",823,"INTDO.(A/S)","CONGRESSO NACIONAL"
"3536",823,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3537",824,"REQTE.(S)","SOLIDARIEDADE"
"3538",824,"ADV.(A/S)","DANIEL SOARES ALVARENGA DE MACEDO (36042/DF)"
"3539",824,"INTDO.(A/S)","TRIBUNAL SUPERIOR ELEITORAL"
"3540",824,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3541",825,"REQTE.(S)","PARTIDO DEMOCRATICO TRABALHISTA"
"3542",825,"ADV.(A/S)","WALBER DE MOURA AGRA (00757/PE)"
"3543",825,"ADV.(A/S)","IAN RODRIGUES DIAS (10074/DF)"
"3544",825,"ADV.(A/S)","MARA DE FATIMA HOFANS (068152/RJ)"
"3545",825,"ADV.(A/S)","MARCOS RIBEIRO DE RIBEIRO (62589/DF, 062818/RJ)"
"3546",825,"ADV.(A/S)","ALISSON EMMANUEL DE OLIVEIRA LUCENA (37719/PE)"
"3547",825,"ADV.(A/S)","ANA CAROLINE ALVES LEITAO (49456/PE)"
"3548",825,"INTDO.(A/S)","AGÊNCIA NACIONAL DE PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS (ANP)"
"3549",825,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3550",825,"INTDO.(A/S)","CONSELHO NACIONAL DE POLÍTICA ENERGÉTICA - CNPE"
"3551",825,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"3552",826,"REQTE.(S)","ASSOCIACAO BRASILEIRA DE IMPRENSA"
"3553",826,"ADV.(A/S)","LUIS GUILHERME MARTINS VIEIRA (24090/DF, 049265/RJ)"
"3554",826,"ADV.(A/S)","ANTERO LUIZ MARTINS CUNHA (054127/RJ)"
"3555",826,"ADV.(A/S)","ANA CAROLINA GONCALVES SOARES (210214/RJ)"
"3556",826,"ADV.(A/S)","CLAUDIO PEREIRA DE SOUZA NETO (34238/DF, 96073/RJ, 417250/SP)"
"3557",826,"ADV.(A/S)","FERNANDO LUIS COELHO ANTUNES (39513/DF, 236002/RJ)"
"3558",826,"ADV.(A/S)","LUISA CAPANEMA MARTINS VIEIRA (201471/RJ)"
"3559",826,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"3560",826,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3561",826,"INTDO.(A/S)","CONGRESSO NACIONAL"
"3562",826,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3563",827,"REQTE.(S)","MESA DIRETORA DA ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO"
"3564",827,"ADV.(A/S)","PROCURADOR-GERAL DA ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO"
"3565",827,"INTDO.(A/S)","UNIÃO"
"3566",827,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"3567",828,"REQTE.(S)","PARTIDO SOCIALISMO E LIBERDADE - PSOL"
"3568",828,"ADV.(A/S)","ANDRE BRANDAO HENRIQUES MAIMONI (29498/DF, 7040/O/MT)"
"3569",828,"INTDO.(A/S)","UNIÃO"
"3570",828,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
